N,P,K,temperature,humidity,ph,rainfall,label
207.0,62.0,193.0,26.09137527,62.17607087,4.941233385,188.1757882,tea
207.0,63.0,199.0,21.31615361,63.99928025,4.5280571,216.1093103,tea
210.0,73.0,190.0,26.62272203,62.55859662,4.922470856,181.1012809,tea
203.0,59.0,194.0,26.38807394,63.31950813,4.579477415,228.1585451,tea
205.0,76.0,194.0,25.32490809,55.66081535,4.633435925,246.4004033,tea
199.0,74.0,191.0,21.54495141,55.0685244,4.938014641,221.6872243,tea
205.0,78.0,198.0,22.1183518,63.70365465,4.844953467,185.2815085,tea
212.0,78.0,198.0,26.16211094,61.97787559,4.911637119,227.9964223,tea
210.0,60.0,198.0,24.92053971,57.57147398,4.935978207,246.7881984,tea
191.0,73.0,196.0,25.95045898,57.85413835,4.880839873,239.653142,tea
179.0,74.0,194.0,24.63301639,57.46002044,4.831051099,196.3929842,tea
204.0,75.0,195.0,24.82876708,59.91018098,4.83559204,241.371506,tea
208.0,60.0,200.0,28.63272314,61.42790049,4.762332881,228.3346634,tea
183.0,72.0,192.0,27.88531124,64.56730457,4.562971903,236.1903173,tea
188.0,66.0,194.0,22.95649075,63.8120111,4.929663336,232.0792469,tea
199.0,56.0,196.0,23.43413634,58.74017179,4.856532429,154.4017889,tea
188.0,76.0,191.0,25.81561019,61.37751661,4.907115439,170.8665609,tea
196.0,69.0,192.0,22.82587592,61.79043699,4.885462602,170.1582771,tea
198.0,63.0,197.0,27.43109952,64.57668344,4.789136792,224.6921507,tea
185.0,75.0,191.0,25.49583067,63.75560295,4.667711473,191.8480038,tea
181.0,66.0,192.0,25.23330096,61.7974651,4.612578977,200.4758668,tea
210.0,64.0,198.0,25.37964719,58.53509654,4.967554099,155.8722042,tea
186.0,59.0,192.0,24.49615147,55.39114587,4.9940762,244.9762415,tea
188.0,70.0,190.0,22.21957062,62.75839766,4.959787104,151.012989,tea
186.0,64.0,199.0,24.35912895,59.09236649,4.75307832,176.4064162,tea
181.0,60.0,195.0,22.97874764,58.6037806,4.769261359,244.4469947,tea
193.0,78.0,200.0,28.68448867,62.02982437,4.697778558,179.0622137,tea
204.0,74.0,196.0,25.48662848,61.7437838,4.933758228,190.0583321,tea
212.0,76.0,198.0,24.58711374,55.79821052,4.7956601,187.2205321,tea
215.0,80.0,192.0,27.16597098,58.21527912,4.750591271,153.199434,tea
194.0,77.0,197.0,23.14542227,63.21390458,4.510812068,174.9286235,tea
189.0,73.0,192.0,23.0978878,58.27703336,4.809708367,242.5840596,tea
199.0,79.0,200.0,25.00948256,62.15526779,4.547006971,210.8341183,tea
189.0,70.0,191.0,21.05138829,62.2083503,4.926585137,222.6514978,tea
176.0,68.0,190.0,21.60764431,62.21291774,4.826208676,223.1767951,tea
207.0,77.0,197.0,24.32719167,55.84027641,4.956920312,202.281286,tea
188.0,65.0,192.0,23.17241347,57.27057336,4.966652074,191.6467782,tea
196.0,63.0,199.0,25.52732531,60.54989237,4.529971744,248.3276786,tea
182.0,57.0,192.0,27.20376501,61.33330267,4.56939015,185.8214899,tea
184.0,67.0,195.0,27.18322079,56.97878739,4.584185032,222.5623406,tea
183.0,69.0,196.0,22.33596032,62.21735425,4.960493019,202.7590728,tea
189.0,71.0,192.0,25.56004209,55.05834563,4.83529333,247.1716684,tea
213.0,64.0,196.0,24.05775804,58.71079757,4.57072475,205.6346664,tea
177.0,57.0,194.0,27.59571441,57.56746527,4.908469428,179.5213033,tea
210.0,68.0,199.0,21.27072766,57.31785638,4.557047544,198.6421842,tea
178.0,74.0,194.0,26.28182526,62.25823483,4.541489179,199.2348307,tea
203.0,67.0,190.0,22.98078406,61.52453952,4.849309052,155.1002465,tea
215.0,67.0,193.0,26.20075207,64.98556519,4.619012059,188.0693552,tea
209.0,76.0,192.0,26.10860148,64.38723123,4.788282676,179.4804049,tea
193.0,73.0,200.0,24.37323193,58.85450806,4.93413003,179.1352379,tea
43.0,41.0,32.5,45.38352611,12.81876216,5.932240602,45.7523396,millet
57.0,40.0,32.5,45.12259476,13.87064234,6.484499631,38.19865734,millet
63.0,56.0,41.5,41.83652013,13.37757959,6.959946447,48.42160918,millet
54.0,55.0,36.5,45.24994923,11.49326561,7.534578201,35.19431212,millet
61.0,44.0,32.5,40.31763988,12.85586494,7.568202493,44.21309767,millet
31.0,55.0,38.5,45.99873995,13.10201951,6.76920064,37.96716357,millet
37.0,58.0,42.5,43.43755917,10.20357223,7.811359215,36.61361235,millet
57.0,55.0,38.5,49.51043695,11.22912477,6.700555932,48.49348171,millet
35.0,47.0,35.5,43.30667836,11.77588145,5.783503945,39.10973483,millet
31.0,39.0,35.5,45.19657149,12.2158747,7.050946209,41.83810956,millet
51.0,57.0,34.5,41.1918356,14.48979781,5.973094368,38.99785201,millet
34.0,35.0,39.5,43.34991463,13.70360342,7.571945841,42.97811956,millet
67.0,59.0,36.5,49.87673602,15.49100816,6.912345828,39.40150564,millet
60.0,42.0,40.5,40.44240021,11.93478976,6.144431259,42.85228483,millet
62.0,50.0,42.5,43.06789439,15.35182165,5.950113412,48.81272971,millet
47.0,44.0,37.5,48.50763857,10.98982094,6.933461558,49.57322707,millet
56.0,51.0,36.5,44.15239311,11.7520485,6.902881054,48.81060057,millet
68.0,58.0,35.5,43.4095322,13.02275209,7.682452698,48.53707635,millet
39.0,58.0,36.5,46.46106813,10.49877523,6.930533723,47.28103458,millet
65.0,51.0,38.5,48.4240046,10.09410906,5.699411827,45.34961336,millet
66.0,46.0,40.5,47.80136389,11.19576631,6.429415662,44.93497124,millet
50.0,39.0,33.5,47.31098623,11.84956674,7.778027395,44.36751704,millet
51.0,48.0,35.5,40.42716839,14.11184194,6.194821258,41.60227033,millet
41.0,37.0,35.5,40.898423,11.44708224,6.789839515,44.7921064,millet
41.0,42.0,42.5,44.12226723,14.2759221,6.73398071,42.18667806,millet
43.0,53.0,34.5,42.73357643,14.82902619,7.037725215,43.50850561,millet
34.0,46.0,39.5,40.20388328,12.20664416,7.992859092,45.95696539,millet
70.0,59.0,38.5,40.13607173,15.25265205,5.615310268,35.47153383,millet
61.0,40.0,42.5,49.75607785,11.86226218,6.466714498,41.79590493,millet
57.0,43.0,35.5,43.93224402,12.37513875,7.872163956,43.79481255,millet
62.0,37.0,40.5,44.04055886,11.06905071,6.95736224,48.27311688,millet
59.0,43.0,37.5,49.61514501,15.33215292,5.731734188,39.78082213,millet
58.0,39.0,37.5,40.39941626,14.146757,6.306972947,43.68493722,millet
45.0,51.0,35.5,40.1546,10.57269602,6.076911641,40.21760436,millet
53.0,60.0,41.5,44.06757102,10.65747963,5.635006473,35.4347949,millet
30.0,45.0,36.5,46.14731883,12.21381384,7.216420018,46.06744344,millet
37.0,48.0,33.5,46.42017709,14.91813537,6.700459205,40.96391853,millet
62.0,42.0,34.5,42.96150158,13.20674411,7.445298773,44.89945087,millet
41.0,48.0,40.5,48.13355759,10.12391552,7.842984105,47.1163263,millet
63.0,41.0,32.5,44.29982099,10.08689038,6.842972154,48.08258327,millet
40.0,39.0,35.5,44.08530559,14.98193344,5.809661553,38.89011641,millet
30.0,59.0,38.5,41.27589067,11.3517338,6.432162184,40.44662963,millet
39.0,39.0,32.5,49.08184524,12.21658122,7.060679689,48.8217795,millet
56.0,48.0,37.5,44.67292003,15.39053375,7.926295426,41.67104849,millet
65.0,59.0,36.5,46.55001415,12.14300827,6.595995311,49.42205338,millet
43.0,44.0,41.5,44.22336093,13.75835809,6.290580352,40.70878489,millet
53.0,45.0,39.5,46.77775839,15.22339767,6.725589656,39.41925519,millet
44.0,60.0,42.5,45.6374671,11.19524988,7.341612619,36.522037,millet
34.0,38.0,42.5,40.20716241,15.23034852,5.998226799,43.46383783,millet
58.0,55.0,41.5,41.77277819,13.99342761,5.739825857,47.73897129,millet
55.0,40.0,39.5,42.734953,10.92249557,7.807061597,39.24284556,millet
63.0,47.0,41.5,45.10663268,10.62509408,6.403198628,46.87113258,millet
70.0,43.0,32.5,41.48692887,14.39693316,5.723148495,45.35455961,millet
44.0,58.0,38.5,40.48200586,13.15089404,5.915422023,38.04847719,millet
34.0,41.0,33.5,49.28474862,13.36601682,7.756610886,47.96847506,millet
68.0,41.0,37.5,41.52268511,11.82784658,7.157569534,39.98271574,millet
62.0,57.0,40.5,41.72885654,15.24298284,5.626288256,43.62701068,millet
65.0,60.0,38.5,44.05589427,13.99241334,6.335715911,35.19407768,millet
70.0,49.0,32.5,46.10006092,12.8617614,7.786521887,49.41114147,millet
41.0,40.0,39.5,41.09196785,11.99457876,6.056057095,44.19796231,millet
42.0,58.0,35.5,45.11604889,10.97597718,6.219666635,48.80763104,millet
65.0,35.0,33.5,47.43602009,15.00651263,7.316562005,42.91170851,millet
64.0,39.0,34.5,43.23043616,14.61906656,5.787205654,41.10898552,millet
47.0,60.0,42.5,42.72931618,15.33494645,6.308041494,41.37464257,millet
33.0,48.0,39.5,47.17536994,13.13000889,7.052476766,38.15003963,millet
60.0,44.0,35.5,45.01717421,10.34278151,6.570755206,39.14138782,millet
36.0,41.0,34.5,42.78552372,13.08763509,6.20190161,38.26134496,millet
32.0,55.0,41.5,49.91822378,12.53951867,6.821803658,41.12093404,millet
63.0,51.0,42.5,42.38178521,10.62689664,6.483166429,48.76606134,millet
35.0,41.0,35.5,44.88879793,15.40488033,7.555045168,40.37012963,millet
62.0,37.0,37.5,44.07676357,12.5618229,6.859273031,43.58851949,millet
48.0,46.0,34.5,43.36246175,14.0175366,6.790170067,39.2819445,millet
68.0,38.0,34.5,46.45914417,11.38541276,5.792839269,48.86396451,millet
47.0,35.0,40.5,49.72934792,10.68779921,6.222054133,42.19718993,millet
49.0,51.0,39.5,42.86390961,14.96648096,6.625793605,41.69717064,millet
64.0,39.0,38.5,45.12105633,12.86515141,7.671071122,40.69914027,millet
50.0,42.0,35.5,41.6776823,14.93295201,5.931055963,44.47109466,millet
49.0,51.0,38.5,46.8928142,15.44314248,5.980821953,44.9082887,millet
58.0,47.0,40.5,44.97228167,11.19894882,7.729003585,46.07951303,millet
44.0,47.0,33.5,44.56609859,12.04319517,5.815280532,45.47689818,millet
70.0,40.0,38.5,47.62660416,14.02856794,7.847058041,35.66404116,millet
35.0,56.0,33.5,42.96802078,12.11380828,7.488781118,42.4892623,millet
35.0,40.0,40.5,46.57247892,11.70405493,5.976833314,35.57642505,millet
66.0,51.0,42.5,47.57373777,12.77831421,7.438667344,36.74607697,millet
38.0,45.0,35.5,41.48407529,12.54385579,6.14261474,39.14722427,millet
56.0,55.0,32.5,43.92574093,12.13217106,7.022698665,38.37178316,millet
68.0,52.0,32.5,49.47097243,10.03699714,5.712242811,37.86881506,millet
66.0,58.0,38.5,43.79902948,14.78016453,6.533612513,40.80521556,millet
42.0,46.0,39.5,49.43265615,14.16331094,7.64917813,38.88227816,millet
50.0,37.0,38.5,43.4420885,14.17417993,7.948306898,41.07054193,millet
31.0,60.0,38.5,49.10462823,12.13177603,6.295161269,36.20042754,millet
68.0,58.0,38.5,48.63447551,13.8657846,7.162237183,47.68925213,millet
64.0,56.0,41.5,44.38307214,13.65128468,7.475501016,38.96962965,millet
56.0,36.0,42.5,40.92030901,10.0340484,7.567840029,44.22161999,millet
44.0,59.0,41.5,48.7952637,10.50313106,7.881370998,39.09945134,millet
57.0,55.0,34.5,43.52038668,13.26718427,7.154692752,40.1026225,millet
61.0,56.0,37.5,47.03538939,11.84530491,7.808002381,41.31443237,millet
30.0,41.0,36.5,48.44654619,10.88759897,5.803526182,38.5207736,millet
55.0,43.0,33.5,46.50038918,12.44150499,7.686214156,47.05551318,millet
42.0,60.0,37.5,46.51582225,11.44218515,6.69891702,49.68143256,millet
80.0,58.0,22.0,22.61359953,63.69070564,5.749914421,87.75953857,maize
100.0,60.0,23.0,26.10018422,71.57476937,6.931756558,102.2662445,maize
84.0,35.0,22.0,23.55882094,71.59351368,6.657964753,66.71995467,maize
71.0,44.0,16.0,19.97215954,57.68272924,6.596060648,60.65171481,maize
70.0,44.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,maize
78.0,44.0,24.0,21.77689322,57.80840636,6.158830619,102.0861694,maize
70.0,38.0,16.0,25.6217169,66.50415474,6.047906679,105.4654703,maize
81.0,47.0,21.0,25.19192419,66.6902901,5.913664501,78.06639649,maize
90.0,38.0,25.0,20.41683147,62.5542482,5.855442401,65.27798457,maize
97.0,53.0,20.0,24.92162194,66.78627406,5.750254943,109.2162279,maize
73.0,41.0,15.0,23.31689124,73.4541537,5.852607099,94.29712821,maize
64.0,42.0,22.0,24.84016732,68.3584573,6.472523287,74.05474936,maize
88.0,55.0,25.0,22.27526694,58.84015925,6.967057762,63.87020584,maize
61.0,50.0,15.0,18.87751445,65.76816093,6.082973754,94.76189431,maize
90.0,46.0,17.0,25.19008683,60.2001687,5.919045532,72.12375573,maize
83.0,50.0,15.0,18.25405352,55.28220433,6.204747653,63.72358154,maize
93.0,50.0,23.0,24.6129118,70.4162444,6.600827017,104.1626147,maize
84.0,41.0,22.0,25.1420613,65.26185135,6.021902237,76.68456006,maize
76.0,40.0,25.0,23.09348056,60.1159381,6.033550195,65.49730729,maize
89.0,48.0,24.0,18.05033737,62.89366992,6.28886807,84.23613484,maize
92.0,52.0,20.0,24.9321581,73.80435276,6.550563823,79.74078719,maize
76.0,48.0,25.0,18.14710054,71.09445342,5.573286437,88.07753741,maize
72.0,41.0,25.0,18.28362235,66.65952796,6.829199275,80.97573281,maize
88.0,55.0,17.0,18.83344471,58.75082029,5.716222912,79.7532896,maize
75.0,41.0,20.0,25.71895816,67.22190688,5.54990242,74.51490791,maize
65.0,42.0,22.0,25.33797709,68.49835977,6.586244581,96.46380213,maize
87.0,54.0,17.0,23.89114571,57.48775781,5.893093135,102.8301942,maize
100.0,52.0,16.0,21.53574127,71.50905983,5.918263801,102.4852929,maize
84.0,40.0,15.0,23.08974909,63.10459626,5.588650585,70.43473609,maize
66.0,51.0,23.0,25.61707368,63.4711755,6.576418207,108.8303762,maize
84.0,55.0,19.0,21.44526922,63.1621551,6.178056304,65.88951188,maize
60.0,59.0,18.0,18.51816776,55.53128131,6.641906353,90.988051,maize
88.0,35.0,24.0,22.53510514,67.99257471,6.489040367,64.40866039,maize
67.0,59.0,22.0,23.02038334,61.89472002,5.680361038,63.03843397,maize
93.0,43.0,17.0,24.89364635,65.61418761,6.625404348,87.9298085,maize
61.0,51.0,20.0,25.77175115,74.089114,6.524478032,107.4931917,maize
73.0,46.0,23.0,19.39851734,62.35750641,5.696205468,60.95197486,maize
99.0,40.0,19.0,21.54156232,59.64024162,6.803931519,109.7515385,maize
72.0,43.0,23.0,23.79746068,74.82913698,6.252797548,91.76337172,maize
68.0,38.0,21.0,18.9802729,74.52600826,6.092725883,94.26249353,maize
95.0,49.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,maize
90.0,54.0,16.0,24.7947077,70.04556743,5.722579819,76.72860067,maize
62.0,53.0,23.0,21.63162756,60.27766379,6.430616465,69.21803098,maize
69.0,49.0,23.0,25.37548751,57.21025565,5.983952675,101.7004306,maize
64.0,35.0,15.0,22.21738222,72.85462807,6.80163854,106.6213157,maize
69.0,41.0,20.0,20.58314011,69.00128641,6.499936446,66.29390357,maize
88.0,52.0,24.0,24.87502824,68.74248334,6.265564338,91.26056654,maize
91.0,53.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,maize
71.0,55.0,19.0,25.95263264,61.89082199,6.325235159,99.57981207,maize
79.0,38.0,21.0,19.28889933,65.47050802,6.807487794,71.3195307,maize
72.0,47.0,25.0,20.57981887,65.34583901,6.671085817,78.34604471,maize
61.0,43.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,maize
74.0,44.0,25.0,20.27317074,63.91281869,6.439071996,62.50351892,maize
91.0,37.0,21.0,18.41932981,64.23580251,6.474476516,76.41312437,maize
65.0,36.0,15.0,23.39128187,61.74427165,5.871647806,107.3198135,maize
99.0,38.0,20.0,19.84939404,61.24500053,5.730617109,100.7689246,maize
88.0,54.0,22.0,21.869274,61.91044947,5.850439831,107.2681929,maize
69.0,54.0,21.0,22.8056033,56.50768935,5.791649933,101.5952794,maize
87.0,35.0,16.0,19.0781471,69.02298571,6.740000688,80.72515943,maize
79.0,44.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,maize
99.0,38.0,24.0,23.80546189,59.24537979,5.715208817,89.9622014,maize
87.0,48.0,20.0,18.52510753,69.0276233,5.773454729,88.10234397,maize
95.0,55.0,15.0,23.50297882,61.32026065,5.584171461,64.77791424,maize
75.0,45.0,22.0,26.54986394,72.89187265,5.787268394,73.33636055,maize
78.0,35.0,22.0,19.29563411,69.63481219,5.77597783,83.21030571,maize
86.0,36.0,19.0,20.68899915,59.4375337,6.864793607,103.651438,maize
62.0,43.0,16.0,19.32666088,68.034493,6.192360003,84.22969177,maize
67.0,50.0,18.0,24.60532218,73.58868502,6.636803223,96.59195302,maize
68.0,50.0,22.0,22.27373646,59.52193158,5.826426917,67.96704792,maize
91.0,45.0,19.0,25.70196694,61.33450447,6.960358276,83.20711308,maize
92.0,48.0,23.0,19.20129357,68.30578978,6.11275104,87.85092352,maize
95.0,44.0,15.0,21.70181447,60.47470519,6.708446922,95.71388473,maize
94.0,51.0,15.0,20.51716779,59.21235483,5.561510732,67.61013737,maize
98.0,47.0,22.0,23.30355338,73.62548442,5.873242491,97.59081274,maize
75.0,60.0,21.0,24.2547451,55.64709899,6.995843776,64.23845455,maize
99.0,54.0,25.0,24.86374934,65.7420046,5.714799723,75.82270467,maize
73.0,57.0,25.0,22.6265115,65.77472881,6.78073637,88.17251033,maize
92.0,38.0,17.0,18.04185513,60.61494304,5.513697923,104.2321615,maize
83.0,56.0,24.0,23.26237612,72.33125523,5.798423908,67.10225139,maize
98.0,48.0,18.0,22.88330922,71.59722446,6.352471866,67.72777298,maize
96.0,43.0,17.0,25.97482359,69.36385721,6.822586546,103.2234212,maize
80.0,51.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,maize
61.0,38.0,21.0,18.66116213,61.55327249,6.121294041,75.03247667,maize
97.0,40.0,22.0,25.10787449,55.97732754,5.790770203,78.16077693,maize
67.0,43.0,15.0,23.33844615,59.24580604,6.47444292,105.0083144,maize
69.0,58.0,21.0,25.08239719,65.92195844,6.455116637,62.49190812,maize
80.0,49.0,15.0,25.36768364,72.52054555,6.606984086,107.9124111,maize
76.0,49.0,21.0,25.34217103,63.31801994,6.330554389,74.52082026,maize
96.0,45.0,24.0,25.00933355,67.816568,6.528631266,62.91359494,maize
93.0,50.0,20.0,18.66746724,71.516474,5.721667141,69.93293255,maize
81.0,54.0,23.0,20.37999665,63.73849998,6.644205485,108.5054416,maize
91.0,43.0,24.0,18.09300227,72.61024172,6.376651091,78.96159541,maize
83.0,42.0,23.0,26.16985907,71.96246617,6.247040422,79.84925393,maize
95.0,45.0,17.0,18.65396672,61.37879671,6.656730008,93.62039175,maize
96.0,39.0,20.0,26.07470121,59.37147589,6.2048017,85.75692395,maize
90.0,40.0,17.0,18.92851916,72.80086137,6.158860284,82.34162918,maize
65.0,43.0,17.0,23.30546753,63.24648023,6.385684214,108.7603001,maize
62.0,52.0,17.0,18.74826712,62.49878458,6.417820493,70.23401597,maize
89.0,50.0,19.0,19.74213321,59.66263104,6.381201909,65.50861389,maize
76.0,51.0,20.0,25.73044432,70.74739256,6.877869005,98.73771338,maize
34.0,63.0,23.0,28.05153602,63.49802189,7.604110177,43.35795377,lentil
40.0,73.0,23.0,19.44084326,63.27771461,7.728832424,46.83130119,lentil
27.0,78.0,24.0,29.84823072,60.63872613,7.491217102,46.80452595,lentil
28.0,76.0,23.0,21.36383757,69.92375891,6.633864582,46.6352865,lentil
1.0,58.0,16.0,26.28663931,68.51966729,7.324863481,46.13833007,lentil
20.0,77.0,17.0,22.17499963,62.13873825,6.410441476,53.46622584,lentil
10.0,56.0,25.0,26.57597546,60.97876599,7.836719564,50.89110726,lentil
1.0,73.0,17.0,26.58972517,66.14007674,6.139215944,50.90994463,lentil
29.0,75.0,25.0,19.1345771,62.57526895,6.590571088,36.46946971,lentil
19.0,56.0,21.0,28.75273118,69.15640149,7.286049978,35.15426171,lentil
34.0,66.0,21.0,25.78746268,60.2816298,6.058306161,49.14337177,lentil
8.0,57.0,23.0,23.89271875,61.78779413,6.658605362,52.55730112,lentil
34.0,67.0,20.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil
38.0,60.0,15.0,28.42062847,61.77336343,7.815210661,49.02366803,lentil
1.0,60.0,22.0,21.35499456,62.60136323,5.925391795,41.78219834,lentil
40.0,79.0,16.0,21.12695586,63.18738532,6.403683619,38.71834464,lentil
23.0,71.0,20.0,24.02037872,61.62313345,7.397546271,49.78102578,lentil
2.0,73.0,25.0,25.40474421,65.8567539,7.722335992,51.92057267,lentil
17.0,56.0,24.0,29.03017561,64.49166566,7.475926645,54.9393771,lentil
5.0,78.0,15.0,20.21368219,68.65257685,6.887130053,50.89732989,lentil
24.0,77.0,17.0,29.19585548,68.01965728,7.441976825,44.93261911,lentil
0.0,78.0,22.0,18.29783597,69.6897615,7.629910253,49.39111479,lentil
8.0,77.0,19.0,27.41434987,63.41785982,7.336117221,44.43177543,lentil
20.0,70.0,21.0,24.84063998,60.09116626,6.75020529,48.77790371,lentil
0.0,65.0,23.0,29.94413861,67.31323084,7.52178027,40.37113729,lentil
24.0,77.0,16.0,25.87990287,67.55109024,6.347379185,47.89645224,lentil
19.0,78.0,22.0,20.0467711,65.84395319,7.135251532,46.05333124,lentil
8.0,75.0,21.0,22.99451999,66.70897237,7.670178119,54.49044154,lentil
32.0,64.0,15.0,25.13163619,66.92642362,7.399749291,49.04015558,lentil
26.0,67.0,21.0,28.49584395,62.44616219,7.841496029,53.14531023,lentil
31.0,74.0,22.0,18.28766124,69.48515056,6.254216611,48.60449438,lentil
17.0,67.0,23.0,24.38041875,61.18458224,6.868881708,53.13946695,lentil
23.0,61.0,18.0,21.31852148,66.43934593,7.320514721,45.42616802,lentil
9.0,56.0,24.0,18.54141834,62.70637578,6.296976913,44.07819743,lentil
34.0,74.0,15.0,25.28710601,60.85993533,7.241151936,49.37369982,lentil
23.0,67.0,24.0,25.43459777,69.12613376,7.685959305,41.02682925,lentil
18.0,77.0,17.0,28.83600962,69.76112921,6.890760124,44.08562546,lentil
21.0,69.0,16.0,27.37659643,63.93927841,6.155915975,49.47371773,lentil
36.0,72.0,19.0,28.31886863,60.19461399,6.167855382,45.36521251,lentil
9.0,63.0,21.0,27.4818649,62.04814951,6.861640036,37.81123974,lentil
3.0,73.0,25.0,18.28072173,68.10365387,6.978361689,48.80253285,lentil
26.0,62.0,20.0,27.61204997,69.29786244,7.043160241,42.72374404,lentil
18.0,80.0,15.0,23.43974653,63.22011726,5.94239222,45.40277297,lentil
15.0,58.0,18.0,20.95628486,63.68128841,7.239455147,52.39881209,lentil
10.0,71.0,16.0,23.7937153,68.03209183,6.516317561,49.73922097,lentil
22.0,60.0,24.0,22.6371424,65.44544859,6.233269045,38.30411077,lentil
25.0,70.0,22.0,21.53577883,65.47227704,7.505283615,35.75107592,lentil
3.0,72.0,21.0,29.87854588,65.73085206,6.950300686,44.95654782,lentil
15.0,59.0,25.0,25.2653291,67.10004577,6.958054839,48.33941188,lentil
34.0,65.0,21.0,25.17885316,68.93307305,6.54803469,35.03484812,lentil
8.0,63.0,22.0,24.12192608,61.09533545,6.461618577,44.23629285,lentil
29.0,57.0,22.0,23.33565221,67.40460704,7.065264073,36.18678721,lentil
